"Student";"SelfPerf";"stud_diff_prof_no_perf";"stud_diff_prof_perf";"Professor";"prof_no_perf";"prof_perf";"harmonic_mean";"Subject";"sub_no_perf";"sub_perf";"stud_diff_subj_no_perf";"stud_diff_subj_perf";"C_12";"C_13";"C_14";"C_15";"C_16";"C_17";"C_18";"C_19";"C_20";"C_21";"C_22";"C_23";"C_24";"C_25";"C_26";"C_27";"C_28";"C_29";"C_30";"C_31";"C_32";"C_33";"C_34";"C_35";"C_36_Strength";"c37_Weaknesses";"student_sex";"Id_Fingerprint";"Id_Carrer";"Number_Enrollment";"Number_Repetition";"Number_Lost";"Id_Course";"Group";"Shared";"professor_sex";"Vinculacion";"Fecha_Ingreso";"professor_cat";"professor_dedic";"Professor_Dept"
1058;4;0,74;0,72;38;-0,77;-0,77;"2,825";3;-0,41;-0,45;0,34;0,30;3;4;3;3;4;3;3;4;4;3;2;2;2;3;1;2;4;3;1;2;2;1;3;2;"EL COMPROMISO CON LA ASIGNATURA";"LA FALTA DE PROFUNDIDAD EN LOS TEMAS";1;2435;76;10;1;0;27;1;0;1;"PLANTA";"12/3/1997 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1059;3;0,74;0,51;92;-1,73;-1,49;"2,393";4;-0,42;0,02;1,71;1,27;3;2;3;3;2;3;2;3;3;3;1;3;2;3;1;1;4;3;3;3;2;1;3;2;;;0;857;76;10;1;0;33;1;0;1;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1060;3;0,34;0,13;92;-1,73;-1,49;"2,393";4;-0,42;0,02;-0,14;-0,47;3;3;3;3;3;4;4;4;3;4;1;2;2;4;1;1;1;4;4;4;2;1;3;3;"ES APASIONADO POR LO QUE ENSEÑA, ES CLARO CON LO QUE ENSEÑA";"RECORRE LOS TEMAS MUY RAPIDO, NO DA ESPACIO PARA RESOLUCION DE EJERCICIOS";0;861;76;10;3;0;33;1;0;1;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1061;5;-2,84;-2,07;92;-1,73;-1,49;"2,393";4;-0,42;0,02;-2,17;-1,08;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;;3;3;2;2;4;4;"EXPERIENCIA";;1;2378;76;2;1;0;33;1;0;1;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1062;3;0,59;0,35;92;-1,73;-1,49;"2,393";4;-0,42;0,02;1,13;0,71;2;3;3;3;1;3;2;3;3;3;3;2;2;3;2;2;3;3;4;4;2;2;3;3;;;1;2382;76;3;1;0;33;1;0;1;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1063;3;1,63;1,40;92;-1,73;-1,49;"2,393";4;-0,42;0,02;3,85;3,37;3;4;1;2;2;3;1;2;2;1;2;1;1;3;1;1;2;2;4;3;2;1;1;2;;"NO PREPARA NINGUNA CLASE, ES SUMAMENTE DESORDENADO EN EL TABLERO, NO SE LE ENTIENDE NADA";1;2394;76;5;1;0;33;1;0;1;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1064;3;-0,22;-0,43;92;-1,73;-1,49;"2,393";4;-0,42;0,02;-1,07;-1,36;4;4;3;4;4;4;3;4;4;3;1;1;3;3;1;1;1;2;2;4;2;1;4;4;"EL PROFESOR CONOCE Y MANIPULA A LA PERFECCIÓN EL CONTENIDO DE LA ASIGNATURA, ADEMÁS EL PROFESOR INCENTIVÓ MI QUE HACER COMO FUTURO MATEMATICO. ADMIRO LOS CONOCIMIENTOS QUE EL PROFESOR POSEE";"EL PROFESOR A VECES ES UN POCO DESORGANIZADO EN EL TABLERO";1;2394;76;5;1;0;33;1;0;1;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1065;4;-0,41;-0,22;92;-1,73;-1,49;"2,393";4;-0,42;0,02;-1,02;-0,72;1;4;3;4;4;4;2;4;4;4;2;4;3;4;2;2;1;3;3;4;2;2;3;3;;;1;2403;76;6;1;0;33;1;0;1;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1066;3;0,36;0,15;92;-1,73;-1,49;"2,393";4;-0,42;0,02;-1,03;-1,33;4;4;2;4;4;4;2;4;4;4;1;1;2;3;1;1;2;3;3;4;2;2;3;3;"EL DOMINIO Y MANEJO DEL TEMA ES SOBRESALIENTE";"EL DOMINIO DEL TABLERO, ORDEN Y PUNTUALIDAD";1;2414;76;7;1;0;33;1;0;1;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1067;3;0,57;0,34;92;-1,73;-1,49;"2,393";4;-0,42;0,02;-1,04;-1,33;3;3;2;2;1;2;3;4;4;4;2;3;3;3;2;2;2;3;3;4;2;2;3;3;;;1;2430;76;9;1;0;33;1;0;1;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1068;3;1,81;1,57;92;-1,73;-1,49;"2,393";4;-0,42;0,02;1,06;0,67;4;4;2;2;1;2;2;3;4;3;1;1;1;3;1;1;1;2;3;3;2;2;2;2;"CONOCE EL TEMA";"NO ES BUEN EXPOSITOR";1;2434;76;10;1;0;33;1;0;1;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1069;4;-0,57;-0,57;34;-0,29;-0,28;"2,982";29;-0,18;-0,17;-0,05;-0,05;4;4;4;4;4;4;3;4;4;3;;;;;;;;4;4;3;2;2;3;3;"EL DOCENTE EXPLICA LOS CONTENIDOS DE LA ASIGNATURA EN FORMA CORRECTA";;0;804;63;5;2;1;203;1;0;1;"PLANTA";"14/2/2000 0:00:00";"TITULAR";"T C";"MATEMATICAS"
1070;4;-0,34;-0,36;34;-0,29;-0,28;"2,982";29;-0,18;-0,17;-0,86;-0,83;3;4;4;4;4;4;4;4;4;4;1;4;4;3;1;4;4;3;3;3;2;2;3;3;;;1;2329;63;1;1;0;203;1;0;1;"PLANTA";"14/2/2000 0:00:00";"TITULAR";"T C";"MATEMATICAS"
1071;4;-0,17;-0,17;34;-0,29;-0,28;"2,982";29;-0,18;-0,17;-0,85;-0,81;4;3;4;3;4;3;4;4;3;4;3;3;4;4;3;2;4;4;4;4;2;2;4;4;"CLARIDAD EN LOS TEMAS A DESARROLLAR";;1;2329;63;1;1;0;203;1;0;1;"PLANTA";"14/2/2000 0:00:00";"TITULAR";"T C";"MATEMATICAS"
1072;4;0,87;0,84;34;-0,29;-0,28;"2,982";29;-0,18;-0,17;-0,04;-0,08;4;4;4;2;3;4;3;4;4;3;1;3;4;3;2;2;1;4;4;4;2;1;3;3;;;1;2329;63;1;1;0;203;1;0;1;"PLANTA";"14/2/2000 0:00:00";"TITULAR";"T C";"MATEMATICAS"
1073;4;0,60;0,56;34;-0,29;-0,28;"2,982";29;-0,18;-0,17;2,32;2,22;4;4;4;4;3;4;3;2;2;3;2;2;4;3;1;1;3;2;2;3;2;2;3;3;"DOMINIO DE LOS TEMAS ENSEÑADOS";;1;2329;63;1;1;0;203;1;0;1;"PLANTA";"14/2/2000 0:00:00";"TITULAR";"T C";"MATEMATICAS"
1074;4;-0,45;-0,33;78;-1,57;-1,41;"2,541";43;-0,25;-0,03;0,64;0,76;3;4;3;3;4;4;4;3;3;3;4;2;4;4;1;1;1;3;4;3;2;2;3;4;"EL PROFESOR CONOCE A PROFUNDIDAD LA MATERIA Y PROFUNDIZA EN TEMATICAS DE OTRAS MATERIAS";"DE LA ASIGNATURA: SOLO SE OFRECE UN PRIMER CURSO";1;1202;17;1;1;0;314;1;0;1;"PLANTA";"9/8/1993 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1075;3;1,62;1,34;78;-1,57;-1,41;"2,541";43;-0,25;-0,03;1,77;1,20;2;2;3;4;2;2;2;3;4;2;1;1;2;3;1;1;2;4;4;4;2;2;2;2;;"FALTA DE PUNTUALIDAD Y ORDEN EN LA EVALUACION DE LAS TEMATICAS DEL CURSO";1;2328;63;1;1;0;314;1;0;1;"PLANTA";"9/8/1993 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1076;3;-0,35;-0,63;78;-1,57;-1,41;"2,541";43;-0,25;-0,03;1,25;0,68;3;4;3;4;3;3;4;3;3;3;1;3;3;3;3;3;3;3;3;3;2;2;3;3;"TEMAS CLAROS BIEN DEFINIDOS";"NO SE";1;2328;63;1;1;0;314;1;0;1;"PLANTA";"9/8/1993 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1077;4;-0,50;-0,37;78;-1,57;-1,41;"2,541";43;-0,25;-0,03;2,27;2,35;3;4;3;3;3;4;3;2;2;3;3;3;3;4;2;2;4;4;4;4;2;2;3;3;"BUEN DOMINIO DE LOS TEMAS EN GEOMETRIA DIFERENCIAL";;1;2329;63;1;1;0;314;1;0;1;"PLANTA";"9/8/1993 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1078;4;-1,97;-1,81;78;-1,57;-1,41;"2,541";43;-0,25;-0,03;-7,0e-03;0,11;4;4;4;4;4;4;4;4;3;4;3;3;4;4;2;3;4;3;3;2;2;2;4;3;"MANEJO DEL TEMA";;1;2329;63;1;1;0;314;1;0;1;"PLANTA";"9/8/1993 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1079;4;-2,74;-2,57;78;-1,57;-1,41;"2,541";43;-0,25;-0,03;-2,08;-1,78;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;4;4;;;1;2332;63;2;2;0;314;1;0;1;"PLANTA";"9/8/1993 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1080;3;-0,86;-1,12;78;-1,57;-1,41;"2,541";43;-0,25;-0,03;-2,05;-2,33;3;4;4;4;3;4;4;4;4;4;1;3;4;4;1;1;4;4;4;4;2;2;3;4;;;1;2434;76;10;1;0;314;1;0;1;"PLANTA";"9/8/1993 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1081;4;-0,49;-0,36;78;-1,57;-1,41;"2,541";43;-0,25;-0,03;-0,92;-0,74;3;4;4;4;4;4;4;4;4;4;1;1;4;4;1;1;2;;;;2;2;3;3;"MANEJO DEL TEMA QUE DICTA";;1;2435;76;10;1;0;314;1;0;1;"PLANTA";"9/8/1993 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1082;3;1,87;1,56;78;-1,57;-1,41;"2,541";47;-0,97;-0,76;1,24;0,64;2;3;3;3;1;3;2;3;4;2;1;1;2;2;1;1;1;3;3;3;2;2;2;2;"DOMINIO DE LOS TEMAS Y GUSTO POR LO QUE HACE";"LA PUNTUALIDAD Y EL ORDEN AL DICTAR LA CLASE";0;850;76;8;1;0;326;1;0;1;"PLANTA";"9/8/1993 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1083;4;0,33;0,46;78;-1,57;-1,41;"2,541";47;-0,97;-0,76;0,69;0,80;3;3;3;3;3;3;3;3;3;3;2;3;2;3;2;2;2;3;3;3;2;1;3;3;;;0;851;76;8;1;0;326;1;0;1;"PLANTA";"9/8/1993 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1084;3;1,77;1,47;78;-1,57;-1,41;"2,541";47;-0,97;-0,76;0,68;0,09;2;2;4;3;2;2;3;3;3;3;1;1;2;2;1;1;1;3;3;3;2;2;2;3;"TIENE UN MANEJO INCREIBLE EN EL TEMA";"ES VAGO";1;2386;76;4;1;0;326;1;0;1;"PLANTA";"9/8/1993 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1085;5;-0,73;0,02;78;-1,57;-1,41;"2,541";47;-0,97;-0,76;-2,48;-1,47;4;3;4;4;3;4;4;4;4;4;3;1;4;4;1;1;1;3;4;4;2;2;4;4;;;1;2396;76;5;1;0;326;1;0;1;"PLANTA";"9/8/1993 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1086;4;0,64;0,75;78;-1,57;-1,41;"2,541";47;-0,97;-0,76;0,68;0,80;3;3;3;2;3;3;3;3;3;3;1;2;3;3;1;2;2;4;3;3;2;2;3;3;;;1;2403;76;6;1;0;326;1;0;1;"PLANTA";"9/8/1993 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1087;4;0,04;0,16;78;-1,57;-1,41;"2,541";47;-0,97;-0,76;-1,41;-1,22;3;3;4;4;2;4;4;3;4;4;1;1;4;3;1;1;2;3;3;4;2;2;4;4;"MANEJO INCREIBLE DE LA TEMATICA DEL CURSO";;1;2403;76;6;1;0;326;1;0;1;"PLANTA";"9/8/1993 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1088;2;2,27;1,34;78;-1,57;-1,41;"2,541";47;-0,97;-0,76;0,69;-0,88;1;1;2;4;1;2;3;3;3;3;1;1;2;2;1;1;1;3;3;3;2;2;2;3;"CONOCE BASTANTE DEL TEMA";"PEREZOSA";1;2413;76;7;1;0;326;1;0;1;"PLANTA";"9/8/1993 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1089;3;1,46;1,17;78;-1,57;-1,41;"2,541";47;-0,97;-0,76;1,73;1,19;1;3;2;2;1;3;2;4;3;1;3;1;1;2;3;3;3;3;3;3;2;2;2;2;"EL DOCENTE TIENE MUCHO CONOCIMIENTO EN LOS TEMAS DE LA ASIGNATURA";"LE FALTA PEDAGOGIA PARA LLEVAR LAS CLASES Y SABER EXPLICAR LAS COSAS DE MODO QUE SEA MAS FACILES DE ENTENDER";1;2424;76;8;1;0;326;1;0;1;"PLANTA";"9/8/1993 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1090;4;1,00;1,12;78;-1,57;-1,41;"2,541";47;-0,97;-0,76;2,37;2,35;3;3;3;3;3;2;3;1;1;3;1;1;1;4;1;2;1;3;3;4;2;2;3;3;"TIENE BASTANTE EXPERIENCIA EN LOS TOPICOS DE LA ASIGNATURA";"SUPONE QUE LOS ESTUDIANTES TIENEN UN NIVEL MUY ALTO Y ASI MISMO DA LA CLASE";1;2425;76;8;1;0;326;1;0;1;"PLANTA";"9/8/1993 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1091;3;2,29;1,97;78;-1,57;-1,41;"2,541";47;-0,97;-0,76;2,86;2,24;2;2;3;2;2;2;2;2;3;1;1;1;1;2;1;1;1;3;3;3;2;1;2;2;"SE VE QUE DOMINA EL TEMA Y TIENE EXPERIENCIA";"NO EXPLICA DE MANERA CLARA, OMITE MUCHAS COSAS";1;2430;76;9;1;0;326;1;0;1;"PLANTA";"9/8/1993 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1092;5;-0,50;0,30;78;-1,57;-1,41;"2,541";47;-0,97;-0,76;-2,48;-1,42;3;3;3;4;4;4;3;4;4;4;3;3;3;4;2;2;3;4;4;4;2;1;3;4;"MANEJO DEL TEMA";"FALTA UN POCO DE ORDEN";1;2436;76;10;1;0;326;1;0;1;"PLANTA";"9/8/1993 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1093;4;-2,45;-2,29;78;-1,57;-1,41;"2,541";47;-0,97;-0,76;-1,41;-1,23;4;4;4;4;4;4;4;3;4;4;3;4;4;4;1;4;4;2;2;3;2;2;4;4;"SU MANEJO DE LOS TEMAS VISTOS EN EL CURSO";;1;2437;76;10;2;1;326;1;0;1;"PLANTA";"9/8/1993 0:00:00";"ASOCIADO";"EXCLUSIVA";"MATEMATICAS"
1094;3;-0,24;-0,50;1;-1,23;-1,07;"2,453";52;-0,01;0,29;-0,76;-1,11;4;4;4;4;1;4;2;3;4;4;1;4;4;4;1;1;1;3;3;3;2;1;4;4;"BUENA PEGADOJIA";;0;843;76;6;1;0;351;1;0;1;"PLANTA";"25/2/1993 0:00:00";"ASOCIADO";"CATEDRA";"MATEMATICAS"
1095;5;-0,69;0,06;1;-1,23;-1,07;"2,453";52;-0,01;0,29;-1,96;-0,93;4;4;3;2;4;4;4;4;4;4;1;4;4;4;2;1;4;3;4;4;2;2;3;4;"PROMUEVE EL APRENDIZAJE AUTODIDACTA Y LA BÚSQUEDA DE CONOCIMIENTO MÁS ALLÁ DE UN LIBRO, ENSEÑA EL MANEJO DEL TABLERO REFORZANDO HABLILIDADES DE ESCRITURA.";"NO TIENE OFICINA EN LA UNIVERSIDAD, UN TIEMPO DE MONITORIA ES IMPOSIBLE";0;845;76;6;1;0;351;1;0;1;"PLANTA";"25/2/1993 0:00:00";"ASOCIADO";"CATEDRA";"MATEMATICAS"
1096;3;-0,34;-0,61;1;-1,23;-1,07;"2,453";52;-0,01;0,29;1,20;0,76;4;4;1;4;4;4;3;4;2;4;1;4;2;4;2;1;4;3;4;4;2;1;3;2;"PROMUEVE EL ESTUDIO INDIVIDUAL, LA HABILIDAD PARA ESCRIBIR Y EXPRESARSE CORRECTAMENTE Y MANEJAR UN AULA DE CLASE";;0;847;76;6;3;1;351;1;0;1;"PLANTA";"25/2/1993 0:00:00";"ASOCIADO";"CATEDRA";"MATEMATICAS"
1097;4;1,53;1,62;1;-1,23;-1,07;"2,453";52;-0,01;0,29;0,56;0,72;4;3;1;4;3;2;2;4;4;2;1;1;1;4;1;1;3;3;4;4;2;2;2;3;"PROMUEVE EL AUTO APRENDIZAJE";"NUNCA DA CLASE SOBRE LOS TEMAS, SOLO RESPONDE LAS PREGUNTAS EN CLASE";1;2387;76;4;1;0;351;1;0;1;"PLANTA";"25/2/1993 0:00:00";"ASOCIADO";"CATEDRA";"MATEMATICAS"
1098;4;0,27;0,39;1;-1,23;-1,07;"2,453";52;-0,01;0,29;1,44;1,63;4;3;2;4;2;3;3;3;3;3;2;4;3;4;1;1;3;3;3;3;2;1;3;3;"EL DOCENTE DESTACA SU PEDAGOÍA BASADA EN EL AUTODIDACTISMO, DE LA ASIGNATURA SU DESCBURIR.";"DEBILIDADES DE LA ASIGNATURA NO ENCUENTRO Y DEL DOCENTE A VECES SU MISMA PEDAGOGÍA O DETALLER DE ESTA.";1;2387;76;4;1;0;351;1;0;1;"PLANTA";"25/2/1993 0:00:00";"ASOCIADO";"CATEDRA";"MATEMATICAS"
1099;4;0,62;0,72;1;-1,23;-1,07;"2,453";52;-0,01;0,29;0,07;0,26;4;3;3;4;3;3;3;4;4;3;1;3;2;4;1;1;1;3;3;3;2;1;3;3;"ESTA SIEMPRE DISPONIBLE PUES RESPONDE BASTANTE BIEN CUALQUIER DUDA.";"AL FINAL TOCO APIVIALLE POR EL NO TREMA QUE QUEDABA Y TOMA DE TALLAS";1;2387;76;4;1;0;351;1;0;1;"PLANTA";"25/2/1993 0:00:00";"ASOCIADO";"CATEDRA";"MATEMATICAS"
1100;4;0,01;0,13;1;-1,23;-1,07;"2,453";52;-0,01;0,29;-0,77;-0,53;4;4;2;3;3;3;4;4;4;4;4;4;3;4;1;1;1;2;3;4;2;2;3;3;;;1;2387;76;4;1;0;351;1;0;1;"PLANTA";"25/2/1993 0:00:00";"ASOCIADO";"CATEDRA";"MATEMATICAS"
1101;3;1,01;0,72;1;-1,23;-1,07;"2,453";52;-0,01;0,29;0,04;-0,37;4;2;1;4;2;4;2;4;4;3;1;2;2;4;1;1;3;3;3;4;2;1;3;3;"EL PROFESOR PROPONE UN MÉTODO DIFERENTE DE ESTUDIO Y SIEMPRE MOTIVA A LOS ESTUDIANTES";"EL MÉTODO ES DIFERENTE, PERO HAY COSAS QUE ARREGLARA PARA QUE SEA MÁS EFICIENTE.";1;2394;76;5;1;0;351;1;0;1;"PLANTA";"25/2/1993 0:00:00";"ASOCIADO";"CATEDRA";"MATEMATICAS"
1102;3;1,31;1,01;1;-1,23;-1,07;"2,453";52;-0,01;0,29;2,57;2,03;4;3;2;3;1;3;3;3;3;2;1;1;2;4;1;1;2;3;3;3;2;1;3;2;;;1;2394;76;5;1;0;351;1;0;1;"PLANTA";"25/2/1993 0:00:00";"ASOCIADO";"CATEDRA";"MATEMATICAS"
1103;3;0,49;0,19;1;-1,23;-1,07;"2,453";52;-0,01;0,29;0,06;-0,36;4;3;2;3;3;3;3;4;4;3;1;4;3;4;1;2;2;3;3;4;2;1;3;3;;;1;2394;76;5;1;0;351;1;0;1;"PLANTA";"25/2/1993 0:00:00";"ASOCIADO";"CATEDRA";"MATEMATICAS"
1104;3;-0,61;-0,88;1;-1,23;-1,07;"2,453";52;-0,01;0,29;0,13;-0,32;4;4;3;4;4;4;3;3;4;4;1;4;3;4;1;2;3;4;4;4;2;2;4;3;"EL FOMENTO DEL ESTUDIO PERSONAL";;1;2394;76;5;1;0;351;1;0;1;"PLANTA";"25/2/1993 0:00:00";"ASOCIADO";"CATEDRA";"MATEMATICAS"
1105;4;-0,14;-0,03;1;-1,23;-1,07;"2,453";52;-0,01;0,29;-0,77;-0,52;4;4;1;4;4;2;4;4;4;4;3;4;1;4;1;1;4;3;3;4;2;1;2;3;"PROMUEVE EL AUTODIDACTISMO Y FORTALECE LA EXPRESIONM ORAL Y ESCRITA DE LOS ESTUDIANTES. MUY PUNTUAL Y CORRECTO EN CUANTO AL COMPROMISO DE LA CLASE.";"NO DA CLASE, SOLO RESUELVE DUDAS, ES BUENO, PERO SIEMPRE HACE FALTA LA CLASE COMO TAL.";1;2403;76;6;1;0;351;1;0;1;"PLANTA";"25/2/1993 0:00:00";"ASOCIADO";"CATEDRA";"MATEMATICAS"
1106;4;-0,87;-0,74;1;-1,23;-1,07;"2,453";52;-0,01;0,29;-0,73;-0,50;4;4;3;4;3;4;4;4;3;4;1;4;3;4;2;2;4;3;4;4;2;1;4;4;;;1;2403;76;6;1;0;351;1;0;1;"PLANTA";"25/2/1993 0:00:00";"ASOCIADO";"CATEDRA";"MATEMATICAS"
1107;5;-5,0e-03;0,73;1;-1,23;-1,07;"2,453";52;-0,01;0,29;0,15;1,41;4;4;3;4;1;4;3;3;3;4;1;4;2;4;1;1;4;3;4;4;2;1;3;4;"PROMUEVE EL AUTOAPRENDIZAJE, EXCELENTE EXPLICANDO";;1;2408;76;6;2;1;351;1;0;1;"PLANTA";"25/2/1993 0:00:00";"ASOCIADO";"CATEDRA";"MATEMATICAS"
1108;4;0,61;0,72;1;-1,23;-1,07;"2,453";52;-0,01;0,29;0,07;0,26;4;2;2;3;3;3;3;4;4;3;1;4;3;4;1;2;2;2;3;3;2;1;3;3;;"FALTA MATERIAL DE DIVULGACION FISICO O DIGITAL QUE EXPLIQUE DE MANERA CLARA EL CURSO";1;2412;76;6;4;3;351;1;0;1;"PLANTA";"25/2/1993 0:00:00";"ASOCIADO";"CATEDRA";"MATEMATICAS"
1109;3;-1,15;-1,39;1;-1,23;-1,07;"2,453";52;-0,01;0,29;-0,49;-0,86;4;4;4;4;4;4;3;2;4;4;1;4;4;4;1;1;;4;4;4;2;1;4;4;"NOS ENSEÑA DE FORMAS DIFERENTES A LAS ACOSTUMBRADAS, LO QUE NOS AYUDO A TENER DIFERENTES PERSPECTIVAS, SER AUTODICATAS Y MÁS INDEPENDIENTES.";"LA ASIGNATURA ES MUY IMPOTANTE Y ADEMÁS LOS TEMAS SON MUY DENSOS. SERÍA MEJOR CONTAR CON AYUDA DE UN MONITOR Y OTROS RECURSOS PEDAGÓJICOS COMO BLOGS, PAGANIS WEB, ETC.";1;2418;76;7;2;1;351;1;0;1;"PLANTA";"25/2/1993 0:00:00";"ASOCIADO";"CATEDRA";"MATEMATICAS"
1110;2;1,08;0,15;1;-1,23;-1,07;"2,453";52;-0,01;0,29;0,81;-0,62;4;4;1;1;1;3;4;4;3;3;1;2;2;4;1;1;4;4;3;4;2;2;2;3;"INCENTIVA EL TRABAJO INDIVIDUAL Y EL AUTOAPRENDIZAJE.";"LA ASIGNATURA ES MÁS DÍFICIL DE APRENDER O MEJOR DICHO TIENE UN RETO MUCHO MÁS PESADO CON EL MÉTODO DE ENSEÑANZA DEL PROFESOR, PARECE UNA ASIGNATURA DE MAS CRÉDITOS.";1;2438;76;10;5;4;351;1;0;1;"PLANTA";"25/2/1993 0:00:00";"ASOCIADO";"CATEDRA";"MATEMATICAS"
1111;4;-1,12;-0,99;1;-1,23;-1,07;"2,453";52;-0,01;0,29;-1,93;-1,63;4;3;4;4;2;4;4;4;4;4;4;3;4;4;1;2;4;3;3;3;1;2;4;4;;;1;2440;76;11;1;0;351;1;0;1;"PLANTA";"25/2/1993 0:00:00";"ASOCIADO";"CATEDRA";"MATEMATICAS"
1112;3;0,70;0,57;83;-2,43;-2,06;"2,152";59;-2,18;-1,63;0,93;0,62;4;3;4;2;4;2;2;2;4;2;1;1;2;1;1;1;1;1;1;3;2;1;3;2;"GRAN CONOCIMIENTO DE LOS TEMAS";"NOUSA HERRAMIENTAS PARA LA ERALIZACION DE LAS CLASES. NO HAY MONITOR!";0;584;41;4;1;0;402;1;0;1;"PLANTA";"19/8/2014 0:00:00";"ASISTENTE";"EXCLUSIVA";"MATEMATICAS"
1113;2;0,12;-0,64;83;-2,43;-2,06;"2,152";59;-2,18;-1,63;0,31;-0,93;4;4;3;3;2;2;2;3;4;2;2;1;1;3;1;2;2;2;3;3;2;1;3;2;"PUNTUALIDAD Y COMPROMISO CON EL CURSO";"HABILIDAD DE HACERSE ENTENDER";1;1837;41;4;1;0;402;1;0;1;"PLANTA";"19/8/2014 0:00:00";"ASISTENTE";"EXCLUSIVA";"MATEMATICAS"
1114;4;0,39;0,69;83;-2,43;-2,06;"2,152";59;-2,18;-1,63;0,88;1,24;3;3;3;3;2;2;2;3;2;3;1;2;2;2;1;3;3;3;3;3;2;1;2;2;;;1;1839;41;4;1;0;402;1;0;1;"PLANTA";"19/8/2014 0:00:00";"ASISTENTE";"EXCLUSIVA";"MATEMATICAS"
1115;3;2,65;2,50;83;-2,43;-2,06;"2,152";59;-2,18;-1,63;2,46;2,07;3;1;1;2;1;1;2;2;3;1;1;1;1;1;1;1;1;3;3;3;2;1;1;1;;;1;1848;41;5;1;0;402;1;0;1;"PLANTA";"19/8/2014 0:00:00";"ASISTENTE";"EXCLUSIVA";"MATEMATICAS"
1116;3;-0,22;-0,32;83;-2,43;-2,06;"2,152";59;-2,18;-1,63;0,29;-0,02;4;3;4;2;2;3;3;3;3;2;1;1;3;3;2;2;2;3;3;3;2;1;3;3;;;1;1851;41;5;2;0;402;1;0;1;"PLANTA";"19/8/2014 0:00:00";"ASISTENTE";"EXCLUSIVA";"MATEMATICAS"
1117;3;1,85;1,73;83;-2,43;-2,06;"2,152";59;-2,18;-1,63;0,86;0,52;3;3;2;1;2;1;3;3;3;2;1;1;1;1;1;1;1;2;3;3;2;1;1;2;;"NO SE ESFUERZA POR EL APRENDIZAJE";1;1856;41;6;1;0;402;1;0;1;"PLANTA";"19/8/2014 0:00:00";"ASISTENTE";"EXCLUSIVA";"MATEMATICAS"
1118;4;-0,02;0,26;83;-2,43;-2,06;"2,152";59;-2,18;-1,63;-0,28;0,07;4;3;3;4;1;1;3;4;4;2;2;2;1;2;3;3;2;3;3;3;2;2;2;2;"RESUELVE DUDAS EN HORARIOS NO PROGRAMADOS. SIEMPRE ESTA A DISPOSICION";"NO DA EL CONTENIDO DE LA ASIGNATURA CLARMENTE. TIENDE A CONFUNDIR SUS ESTUDIANTES";1;1857;41;6;1;0;402;1;0;1;"PLANTA";"19/8/2014 0:00:00";"ASISTENTE";"EXCLUSIVA";"MATEMATICAS"
